Class;fClass;A00Amount;A00Amount100;A01Duration;A02Age;A03IRP;A04ResDur;A05NumExCred;A06NumPeopMaint;A07Teleph;A08FrgnWork;A09CheckAccStat;A10History;A11Purpose;A12Savings;A13EmployDurat;A14Personal;A15Gender;A16OtherDebtGuar;A17Property;A18OtherInstallPlan;A19Housing;A20Job;fA07Teleph;fA08FrgnWork;fA09CheckAccStat;fA10History;fA11Purpose;fA12Savings;fA13EmployDurat;fA14Personal;fA15Gender;fA16OtherDebtGuar;fA17Property;fA18OtherInstallPlan;fA19Housing;fA20Job;Training
0;Good;392;3,92;15;23;4;4;1;1;1;1;3;2;6;0;1;0;0;0;1;2;0;2;Yes;Yes;>=200;existing credits paid back duly till now;education;<100;<1;female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;1
0;Good;6260;62,6;18;28;3;3;1;1;0;1;2;2;0;0;3;2;1;0;0;2;0;1;No;Yes;[0, 200);existing credits paid back duly till now;car (new);<100;[4,7);male: single;male;none;real estate;none;rent;unskilled, resident;0
1;Bad;7855;78,55;36;25;4;2;2;1;1;1;0;4;0;0;2;0;0;0;0;1;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;[1,4);female;female;none;real estate;stores;own;skilled employee/official;1
0;Good;1680;16,8;12;35;3;1;1;1;0;1;1;2;3;2;4;3;1;0;0;2;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;[500,1000);>=7;male: married/widowed;male;none;real estate;none;own;skilled employee/official;1
0;Good;3578;35,78;48;47;4;1;1;1;1;1;0;4;3;4;4;2;1;0;0;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;>=7;male: single;male;none;real estate;none;own;skilled employee/official;0
1;Bad;7174;71,74;42;30;4;3;1;1;1;1;1;2;3;4;3;0;0;0;2;2;1;3;Yes;Yes;<0;existing credits paid back duly till now;radio/TV;unknown/no savings account;[4,7);female;female;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;2132;21,32;10;27;2;3;2;1;0;0;1;4;2;4;1;0;0;1;0;2;0;2;No;No;<0;critical account/other credits existing (not at this bank);furniture/equipment;unknown/no savings account;<1;female;female;co-applicant;real estate;none;rent;skilled employee/official;0
1;Bad;4281;42,81;33;23;1;4;2;1;0;1;1;4;2;2;2;0;0;0;2;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);furniture/equipment;[500,1000);[1,4);female;female;none;car or other;none;own;skilled employee/official;1
0;Good;2366;23,66;12;36;3;3;1;1;1;1;2;4;0;2;3;1;1;0;2;2;1;3;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);[500,1000);[4,7);male: divorced/separated;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
1;Bad;1835;18,35;21;25;3;2;2;1;1;1;1;2;3;0;2;0;0;0;0;2;1;2;Yes;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);female;female;none;real estate;none;own;skilled employee/official;1
0;Good;3868;38,68;24;41;4;2;2;1;1;1;0;4;1;0;4;0;0;0;2;2;0;3;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);<100;>=7;female;female;none;car or other;none;rent;management/self-employed/highly qualified employee/officer;0
0;Good;1768;17,68;12;24;3;2;1;1;0;1;0;2;2;0;2;2;1;0;0;2;0;1;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;none;real estate;none;rent;unskilled, resident;0
0;Good;781;7,81;10;63;4;4;2;1;1;1;3;4;0;0;4;2;1;0;3;2;2;2;Yes;Yes;>=200;critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
1;Bad;1924;19,24;18;27;4;3;1;1;0;1;2;2;2;4;1;0;0;0;0;2;0;2;No;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;unknown/no savings account;<1;female;female;none;real estate;none;rent;skilled employee/official;1
0;Good;2121;21,21;12;30;4;2;2;1;0;1;1;4;0;0;2;2;1;0;1;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;701;7,01;12;40;4;2;1;1;0;1;1;2;3;0;2;3;1;0;0;2;1;1;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);male: married/widowed;male;none;real estate;none;own;unskilled, resident;0
1;Bad;639;6,39;12;30;4;2;1;1;0;1;2;2;5;0;2;2;1;0;2;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;repairs;<100;[1,4);male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;1860;18,6;12;34;4;2;2;1;1;1;2;4;1;0;0;2;1;0;2;2;1;3;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);car (used);<100;unemployed;male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
1;Bad;3499;34,99;12;29;3;2;2;1;0;1;1;4;0;0;2;0;0;1;0;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;[1,4);female;female;co-applicant;real estate;none;own;skilled employee/official;1
0;Good;8487;84,87;48;24;1;2;1;1;0;1;2;2;0;4;3;0;0;0;2;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;car (new);unknown/no savings account;[4,7);female;female;none;car or other;none;own;skilled employee/official;0
1;Bad;6887;68,87;36;29;4;3;1;1;1;1;1;3;6;0;2;2;1;0;1;1;1;2;Yes;Yes;<0;delay in paying off in the past;education;<100;[1,4);male: single;male;none;building society savings agreement/life insurance;stores;own;skilled employee/official;0
0;Good;2708;27,08;15;27;2;3;2;1;0;1;0;2;2;0;1;2;1;0;1;0;1;1;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;<1;male: single;male;none;building society savings agreement/life insurance;bank;own;unskilled, resident;1
0;Good;1984;19,84;18;47;4;4;2;1;0;1;0;2;2;0;2;2;1;0;3;0;2;2;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;none;unknown/no property;bank;for free;skilled employee/official;0
0;Good;10144;101,44;60;21;2;4;1;1;1;1;0;2;3;1;3;0;0;0;0;2;1;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;[100,500);[4,7);female;female;none;real estate;none;own;skilled employee/official;0
0;Good;1240;12,4;12;38;4;2;2;1;1;1;0;4;3;4;4;0;0;0;0;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;>=7;female;female;none;real estate;none;own;skilled employee/official;0
0;Good;8613;86,13;27;27;2;2;2;1;0;1;0;3;1;3;2;2;1;0;2;2;1;2;No;Yes;No;delay in paying off in the past;car (used);>=1000;[1,4);male: single;male;none;car or other;none;own;skilled employee/official;1
1;Bad;766;7,66;12;66;4;3;1;1;0;1;2;2;3;2;2;2;1;0;0;2;1;1;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;[500,1000);[1,4);male: single;male;none;real estate;none;own;unskilled, resident;0
0;Good;2728;27,28;15;35;4;2;3;1;1;1;2;4;3;4;3;2;1;2;0;0;1;2;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;[4,7);male: single;male;guarantor;real estate;bank;own;skilled employee/official;1
0;Good;1881;18,81;12;44;2;2;1;1;1;1;3;2;3;0;2;0;0;0;2;2;0;1;Yes;Yes;>=200;existing credits paid back duly till now;radio/TV;<100;[1,4);female;female;none;car or other;none;rent;unskilled, resident;0
0;Good;709;7,09;6;27;2;2;1;1;0;0;3;2;0;3;1;3;1;0;0;2;1;0;No;No;>=200;existing credits paid back duly till now;car (new);>=1000;<1;male: married/widowed;male;none;real estate;none;own;unemployed/unskilled, non-resident;0
0;Good;4795;47,95;36;30;4;1;1;1;1;1;2;2;3;0;1;0;0;0;3;2;1;3;Yes;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;<1;female;female;none;unknown/no property;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;3416;34,16;27;27;3;2;1;1;0;1;1;2;3;0;2;2;1;0;2;2;1;3;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;0
1;Bad;2462;24,62;18;22;2;2;1;1;0;1;1;2;2;0;2;2;1;0;2;2;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;2288;22,88;21;23;4;4;1;1;1;1;0;4;2;0;1;0;0;0;1;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;<1;female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;3566;35,66;48;30;4;2;1;1;0;1;2;1;8;1;3;2;1;0;2;2;1;2;No;Yes;[0, 200);all credits at this bank paid back duly;business;[100,500);[4,7);male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;860;8,6;6;39;1;4;2;1;1;1;1;4;0;0;4;0;0;0;3;2;1;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;>=7;female;female;none;unknown/no property;none;own;skilled employee/official;0
0;Good;682;6,82;12;51;4;3;2;1;1;1;0;4;0;1;3;0;0;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (new);[100,500);[4,7);female;female;none;car or other;none;own;skilled employee/official;0
0;Good;5371;53,71;36;28;3;2;2;1;0;1;1;4;2;0;2;2;1;2;1;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);furniture/equipment;<100;[1,4);male: single;male;guarantor;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;1582;15,82;18;46;4;4;2;1;0;1;0;4;3;3;4;2;1;0;2;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;>=1000;>=7;male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;1346;13,46;6;42;2;4;1;2;1;1;0;2;3;1;4;2;1;0;3;0;2;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;[100,500);>=7;male: single;male;none;unknown/no property;bank;for free;skilled employee/official;0
0;Good;1924;19,24;10;38;1;4;1;1;1;0;0;2;3;0;2;2;1;0;1;2;1;2;Yes;No;No;existing credits paid back duly till now;radio/TV;<100;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;5848;58,48;36;24;4;1;1;1;0;1;3;2;3;0;2;2;1;0;2;2;1;2;No;Yes;>=200;existing credits paid back duly till now;radio/TV;<100;[1,4);male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;7758;77,58;24;29;2;4;1;1;0;1;2;4;1;3;4;0;0;0;3;2;0;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);car (used);>=1000;>=7;female;female;none;unknown/no property;none;rent;skilled employee/official;1
0;Good;6967;69,67;24;36;4;4;1;1;1;1;2;3;8;1;3;2;1;0;2;2;0;3;Yes;Yes;[0, 200);delay in paying off in the past;business;[100,500);[4,7);male: single;male;none;car or other;none;rent;management/self-employed/highly qualified employee/officer;1
1;Bad;1282;12,82;12;20;2;4;1;1;0;1;1;2;2;0;2;0;0;0;2;2;0;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[1,4);female;female;none;car or other;none;rent;skilled employee/official;0
0;Good;1288;12,88;9;48;3;4;2;2;0;0;1;4;5;1;4;2;1;2;0;2;1;2;No;No;<0;critical account/other credits existing (not at this bank);repairs;[100,500);>=7;male: single;male;guarantor;real estate;none;own;skilled employee/official;0
0;Good;339;3,39;12;45;4;1;1;1;0;1;1;1;7;0;4;3;1;0;2;0;1;1;No;Yes;<0;all credits at this bank paid back duly;retraining;<100;>=7;male: married/widowed;male;none;car or other;bank;own;unskilled, resident;0
0;Good;3512;35,12;24;38;2;3;2;1;1;1;2;2;0;1;3;2;1;0;2;0;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;car (new);[100,500);[4,7);male: single;male;none;car or other;bank;own;skilled employee/official;1
0;Good;1898;18,98;6;34;1;2;2;2;0;1;0;4;3;4;2;2;1;0;0;2;1;1;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;[1,4);male: single;male;none;real estate;none;own;unskilled, resident;0
0;Good;2872;28,72;24;36;3;4;1;2;1;1;0;4;3;1;4;2;1;0;0;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;[100,500);>=7;male: single;male;none;real estate;none;own;skilled employee/official;0
0;Good;1055;10,55;18;30;4;1;2;1;0;1;0;4;0;0;1;0;0;0;1;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;<1;female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;1262;12,62;15;36;4;3;2;1;1;1;0;2;4;2;3;2;1;0;1;2;1;2;Yes;Yes;No;existing credits paid back duly till now;domestic appliances;[500,1000);[4,7);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;7308;73,08;10;70;2;4;1;1;1;1;2;2;0;0;0;2;1;0;3;0;2;3;Yes;Yes;[0, 200);existing credits paid back duly till now;car (new);<100;unemployed;male: single;male;none;unknown/no property;bank;for free;management/self-employed/highly qualified employee/officer;0
0;Good;909;9,09;36;36;4;4;1;1;0;1;0;2;0;2;4;2;1;0;1;2;1;2;No;Yes;No;existing credits paid back duly till now;car (new);[500,1000);>=7;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;2978;29,78;6;32;1;2;1;1;1;1;0;2;2;2;2;2;1;0;2;2;1;2;Yes;Yes;No;existing credits paid back duly till now;furniture/equipment;[500,1000);[1,4);male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;1131;11,31;18;33;4;2;1;1;0;1;1;2;2;0;0;0;0;0;2;2;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;unemployed;female;female;none;car or other;none;own;skilled employee/official;1
0;Good;1577;15,77;11;20;4;1;1;1;0;1;2;2;2;3;1;0;0;0;0;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;>=1000;<1;female;female;none;real estate;none;own;skilled employee/official;1
0;Good;3972;39,72;24;25;2;4;1;1;1;1;0;2;2;0;3;0;0;0;1;2;0;2;Yes;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;[4,7);female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
1;Bad;1935;19,35;24;31;4;4;2;1;1;1;2;4;8;0;4;1;1;0;0;2;1;2;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);business;<100;>=7;male: divorced/separated;male;none;real estate;none;own;skilled employee/official;1
1;Bad;950;9,5;15;33;4;3;2;2;0;1;1;0;0;0;4;2;1;0;2;2;0;2;No;Yes;<0;no credits taken/all credits paid back duly;car (new);<100;>=7;male: single;male;none;car or other;none;rent;skilled employee/official;1
0;Good;763;7,63;12;26;4;1;1;1;1;1;0;2;2;0;2;0;0;0;0;2;1;2;Yes;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;[1,4);female;female;none;real estate;none;own;skilled employee/official;1
1;Bad;2064;20,64;24;34;3;2;1;1;1;1;2;3;2;0;0;0;0;0;1;2;1;3;Yes;Yes;[0, 200);delay in paying off in the past;furniture/equipment;<100;unemployed;female;female;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;1414;14,14;8;33;4;2;1;1;0;0;2;2;3;0;2;2;1;2;0;2;1;2;No;No;[0, 200);existing credits paid back duly till now;radio/TV;<100;[1,4);male: single;male;guarantor;real estate;none;own;skilled employee/official;1
1;Bad;3414;34,14;21;26;2;1;2;1;0;1;1;3;6;0;1;2;1;0;1;2;1;2;No;Yes;<0;delay in paying off in the past;education;<100;<1;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
1;Bad;7485;74,85;30;53;4;1;1;1;1;1;0;1;1;4;0;0;0;0;0;0;1;3;Yes;Yes;No;all credits at this bank paid back duly;car (used);unknown/no savings account;unemployed;female;female;none;real estate;bank;own;management/self-employed/highly qualified employee/officer;1
0;Good;2577;25,77;12;42;2;1;1;1;0;1;1;2;2;0;2;1;1;0;2;2;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: divorced/separated;male;none;car or other;none;own;skilled employee/official;1
0;Good;338;3,38;6;52;4;4;2;1;0;1;1;4;3;2;4;2;1;0;2;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);radio/TV;[500,1000);>=7;male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;1963;19,63;12;31;4;2;2;2;1;1;0;2;3;0;3;2;1;0;2;2;0;3;Yes;Yes;No;existing credits paid back duly till now;radio/TV;<100;[4,7);male: single;male;none;car or other;none;rent;management/self-employed/highly qualified employee/officer;0
0;Good;571;5,71;21;65;4;4;2;1;0;1;1;4;0;0;4;2;1;0;0;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;none;real estate;none;own;skilled employee/official;1
1;Bad;9572;95,72;36;28;1;1;2;1;0;1;0;3;8;0;1;1;1;0;2;2;1;2;No;Yes;No;delay in paying off in the past;business;<100;<1;male: divorced/separated;male;none;car or other;none;own;skilled employee/official;0
1;Bad;4455;44,55;36;30;2;2;2;1;1;1;2;3;8;0;2;1;1;0;0;1;1;3;Yes;Yes;[0, 200);delay in paying off in the past;business;<100;[1,4);male: divorced/separated;male;none;real estate;stores;own;management/self-employed/highly qualified employee/officer;1
1;Bad;1647;16,47;21;40;4;2;2;2;0;1;1;1;0;4;2;2;1;0;1;2;1;1;No;Yes;<0;all credits at this bank paid back duly;car (new);unknown/no savings account;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;unskilled, resident;1
0;Good;3777;37,77;24;50;4;4;1;1;1;1;0;4;2;3;2;2;1;0;0;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;>=1000;[1,4);male: single;male;none;real estate;none;own;skilled employee/official;0
1;Bad;884;8,84;18;36;4;4;1;2;1;1;2;4;0;0;4;2;1;0;2;0;1;2;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;none;car or other;bank;own;skilled employee/official;1
0;Good;1360;13,6;15;31;4;2;2;1;0;1;0;4;3;0;2;2;1;0;1;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
1;Bad;5129;51,29;9;74;2;4;1;2;1;1;2;1;1;0;4;0;0;0;3;0;2;3;Yes;Yes;[0, 200);all credits at this bank paid back duly;car (used);<100;>=7;female;female;none;unknown/no property;bank;for free;management/self-employed/highly qualified employee/officer;0
0;Good;1175;11,75;16;68;2;3;3;1;1;1;2;4;0;0;0;2;1;0;2;2;2;0;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);<100;unemployed;male: single;male;none;car or other;none;for free;unemployed/unskilled, non-resident;0
1;Bad;674;6,74;12;20;4;1;1;1;0;1;1;2;3;1;3;3;1;0;1;2;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;[100,500);[4,7);male: married/widowed;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;3244;32,44;18;33;1;4;2;1;1;1;2;0;2;0;2;0;0;0;2;0;1;2;Yes;Yes;[0, 200);no credits taken/all credits paid back duly;furniture/equipment;<100;[1,4);female;female;none;car or other;bank;own;skilled employee/official;0
1;Bad;4591;45,91;24;54;2;3;3;1;1;1;0;2;8;3;2;2;1;0;1;2;1;3;Yes;Yes;No;existing credits paid back duly till now;business;>=1000;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;1
1;Bad;3844;38,44;48;34;4;4;1;2;0;1;2;0;8;1;3;2;1;0;3;2;2;1;No;Yes;[0, 200);no credits taken/all credits paid back duly;business;[100,500);[4,7);male: single;male;none;unknown/no property;none;for free;unskilled, resident;0
